Prompt	Decay [480nm]	Decay [484nm]	Decay [488nm]	Decay [492nm]	Decay [496nm]	Decay [500nm]	Decay [504nm]	Decay [508nm]	Decay [512nm]	Decay [516nm]	Decay [520nm]	Decay [524nm]	Decay [528nm]	Decay [532nm]	Decay [536nm]	Decay [540nm]	Decay [544nm]	Decay [548nm]	Decay [552nm]	Decay [556nm]	Decay [560nm]	Decay [564nm]	Decay [568nm]	Decay [572nm]	Decay [576nm]	Decay [580nm]	Decay [584nm]	Decay [588nm]	Decay [592nm]	Decay [596nm]	Decay [600nm]	Decay [604nm]	Decay [608nm]	Decay [612nm]	Decay [616nm]	Decay [620nm]	Decay [624nm]	Decay [628nm]	Decay [632nm]	Decay [636nm]	Decay [640nm]	Decay [644nm]	Decay [648nm]	Decay [652nm]	Decay [656nm]	Decay [660nm]	Decay [664nm]	Decay [668nm]	Decay [672nm]	Decay [676nm]	Decay [680nm]	Decay [684nm]	Decay [688nm]	Decay [692nm]	Decay [696nm]	Decay [700nm]	Decay [704nm]	Decay [708nm]
0	0	0	0	0	0	2	0	1	0	1	3	6	5	14	10	14	18	9	16	18	18	11	10	8	11	12	10	7	11	5	7	6	2	2	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	1	2	2	2	3	7	15	10	15	20	12	13	17	16	19	13	10	6	9	9	7	6	7	2	3	7	3	0	2	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	0	0	0	0	1	0	0	3	3	4	4	7	11	14	10	13	10	14	9	14	14	8	8	5	9	3	10	8	7	1	5	2	1	1	0	3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	1	3	2	4	4	6	2	7	4	18	11	10	18	17	12	14	17	7	9	8	4	7	7	10	8	2	2	4	2	2	5	0	4	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0	1	1	0	1	1	0	1	1	0	0	2	6	7	6	12	13	20	12	14	7	14	12	11	12	12	6	7	8	5	10	1	4	4	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	2	0	2	2	10	10	19	14	18	18	15	20	24	16	14	5	6	13	7	14	3	10	5	4	6	2	0	1	1	2	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	1	0	1	0	1	2	6	14	9	11	27	18	17	13	19	21	17	16	13	7	7	1	10	5	5	5	9	1	3	2	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	1	0	0	0	1	2	2	3	4	6	8	9	12	16	19	19	17	14	13	9	13	15	11	7	6	9	6	4	5	6	6	6	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	1	0	1	6	4	6	9	13	17	17	16	14	11	13	11	12	8	10	6	7	14	12	7	3	4	6	4	3	1	4	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	4	2	1	9	1	9	7	10	4	18	21	8	14	12	15	9	3	2	5	5	7	7	4	3	3	2	2	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	1	1	1	0	1	2	3	6	6	7	8	13	15	14	21	10	16	16	8	10	9	4	4	7	7	7	4	2	2	3	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	2	1	0	1	0	0	0	1	1	2	2	6	6	9	9	9	13	12	21	23	16	11	9	8	7	13	6	5	11	8	5	3	4	4	4	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	1	6	7	13	10	16	16	29	26	22	14	16	9	10	3	15	8	5	8	3	5	5	5	1	2	0	3	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	1	3	4	7	7	11	12	17	14	14	18	9	13	13	19	12	7	11	4	8	6	1	3	2	4	3	4	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	2	0	1	0	1	1	2	8	6	5	11	11	19	19	21	14	14	18	15	9	14	9	5	5	12	3	4	4	3	5	0	3	2	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	1	2	2	2	1	4	6	16	11	11	11	11	10	17	14	17	16	5	12	9	8	9	8	1	5	2	1	3	2	2	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	2	0	1	0	1	1	1	4	4	6	5	13	14	21	20	9	24	18	14	15	20	7	12	11	7	8	6	8	7	4	3	4	5	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	2	2	9	12	12	16	13	19	15	20	18	15	14	9	9	11	6	7	5	2	5	6	1	1	5	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	1	2	2	1	2	5	4	5	12	16	11	19	17	13	13	17	21	15	7	15	13	12	6	6	4	1	2	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	1	0	0	1	0	1	1	6	8	8	14	15	12	16	15	20	16	15	17	18	10	9	4	9	6	2	7	0	3	6	1	4	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	1	0	0	1	0	0	1	0	4	0	2	5	8	5	11	18	8	20	13	15	13	15	14	12	13	14	9	11	6	4	2	1	1	3	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	1	0	1	1	0	1	4	5	6	11	13	14	9	14	22	16	17	19	17	12	18	11	9	11	8	4	6	4	3	2	2	4	0	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	1	1	2	2	3	12	9	14	16	17	10	21	25	11	10	17	13	10	3	7	10	1	10	5	4	6	2	4	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	1	1	0	1	1	0	2	5	3	5	9	9	14	21	19	17	16	11	11	20	15	10	8	9	9	5	5	8	4	4	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	0	0	1	0	0	3	7	12	10	11	15	16	20	18	12	13	16	18	15	15	15	10	9	4	5	3	5	3	2	2	5	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	1	1	2	1	2	2	8	8	7	21	18	20	12	13	10	14	8	14	10	8	9	7	5	5	7	5	6	3	4	1	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	3	0	0	1	1	5	8	13	15	16	20	19	20	7	16	11	5	10	13	9	6	6	5	9	6	3	2	3	4	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	1	2	1	0	2	1	2	3	5	2	13	12	11	13	16	9	19	10	14	9	16	10	7	13	5	12	6	7	9	6	0	6	1	0	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	0	0	1	0	0	2	11	7	12	8	17	15	15	15	19	8	14	9	17	11	19	12	7	8	5	4	9	3	3	2	7	2	2	1	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	1	2	0	1	0	0	0	0	0	5	1	7	3	6	13	16	17	23	20	12	14	13	17	24	10	6	4	7	5	6	4	6	2	1	3	1	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	0	1	0	1	0	1	0	1	5	3	6	5	7	6	16	15	21	15	19	9	19	14	12	6	5	11	8	5	4	5	3	0	3	2	2	1	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	1	1	3	8	3	6	11	19	17	14	17	9	22	12	11	16	7	13	11	10	11	5	9	4	7	6	3	4	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
0	1	0	0	0	0	0	0	0	2	6	0	5	10	8	11	13	17	24	14	17	18	12	12	10	13	12	8	14	7	4	4	5	3	4	3	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	1	0	0	0	1	1	3	2	0	6	6	12	11	16	17	14	14	14	21	12	11	10	7	6	8	8	6	6	7	3	4	3	6	2	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	0	1	1	1	2	6	8	12	10	20	20	17	13	31	19	19	12	17	12	11	11	10	4	5	9	4	4	4	2	1	2	1	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	0	1	0	0	3	6	6	3	8	7	19	22	19	12	20	15	20	12	13	6	11	14	7	11	7	5	3	1	2	3	1	3	1	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	1	2	0	7	8	15	21	10	11	10	13	16	12	16	12	11	20	14	12	10	5	2	8	2	1	5	3	1	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	3	0	2	4	5	9	8	8	17	16	25	18	14	19	14	9	15	11	8	7	9	6	8	3	5	10	2	3	4	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	2	0	0	0	0	0	1	3	5	3	11	16	10	12	17	15	20	10	11	15	14	9	13	4	8	7	6	13	1	2	7	3	2	3	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	2	1	0	0	0	0	2	2	0	3	2	5	10	5	10	15	13	19	20	17	26	17	13	18	10	8	8	10	5	4	2	5	3	2	2	0	1	1	3	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	1	0	1	0	2	1	5	2	7	12	5	7	12	9	21	15	22	21	16	16	14	14	16	6	10	7	3	2	6	4	3	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	1	0	1	2	1	4	4	7	8	14	16	15	21	14	14	20	8	9	11	6	5	9	3	6	6	5	6	4	1	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	1	2	0	0	0	2	2	0	0	1	3	4	7	14	20	21	16	18	17	16	9	10	9	12	7	9	11	5	9	4	3	4	2	2	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	6	4	2	8	11	19	19	20	16	15	20	18	14	18	9	11	4	9	2	7	7	3	5	3	1	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	1	0	1	3	3	10	8	9	24	19	20	23	15	23	15	20	14	17	10	15	8	8	7	8	4	4	1	2	1	1	1	2	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	1	0	1	1	2	3	3	7	6	8	18	10	22	18	14	17	16	10	15	15	13	9	6	5	8	12	5	8	2	2	0	2	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	2	2	1	0	3	2	6	8	8	14	18	21	18	19	14	17	9	10	12	17	14	11	6	8	7	18	3	3	3	2	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	2	1	0	2	5	5	5	17	6	12	26	20	20	18	16	15	11	7	11	5	10	8	7	2	7	2	1	1	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	3	1	1	0	5	7	6	12	13	10	16	14	15	15	14	12	8	10	9	12	8	9	4	7	3	2	4	2	1	3	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	0	0	1	1	0	2	2	0	3	4	7	10	9	11	21	22	22	10	21	15	17	14	12	8	8	8	12	4	8	3	8	4	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	0	0	1	3	1	5	2	2	14	10	13	20	17	16	17	25	18	15	14	6	9	6	8	9	10	3	5	6	2	4	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	0	0	0	0	0	0	0	4	1	7	6	6	21	7	20	15	19	15	13	13	15	12	12	8	7	10	7	8	5	11	1	2	1	1	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	2	2	0	0	3	8	3	9	13	18	19	15	16	25	16	13	13	7	15	15	11	7	5	5	9	6	4	4	3	2	2	1	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	3	0	4	4	4	11	13	7	16	16	14	13	18	19	12	17	6	8	7	5	7	7	9	8	0	3	4	2	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	1	0	1	1	2	4	4	7	9	17	16	12	16	20	17	16	17	10	18	7	10	10	3	5	5	8	3	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	1	0	0	0	1	1	1	1	2	8	9	7	14	15	16	20	21	25	21	11	12	17	19	9	10	18	10	4	7	8	2	5	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	1	0	1	0	4	1	2	5	3	13	13	19	20	20	14	22	16	15	18	10	8	16	11	14	10	5	5	3	1	2	4	3	3	2	2	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	1	1	0	3	0	0	4	4	14	12	12	18	33	12	19	18	15	18	7	13	7	5	7	7	4	7	5	5	2	2	2	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	0	0	0	0	4	5	6	13	13	11	12	23	18	24	24	9	18	12	19	14	7	8	9	3	3	3	6	3	3	5	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4	2	1	3	6	7	12	23	17	18	19	15	19	13	9	14	14	6	11	4	4	6	8	7	3	3	3	3	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	2	4	1	5	11	11	11	12	11	18	14	12	13	22	12	15	19	12	7	12	10	6	10	10	5	1	4	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	3	2	2	3	4	11	13	11	15	14	23	14	17	20	23	10	16	12	8	9	8	4	7	3	5	7	3	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	1	0	0	1	0	0	1	0	2	4	9	13	14	10	23	20	20	14	26	18	23	13	9	13	8	13	7	9	10	2	3	1	0	2	1	1	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	1	0	3	2	1	4	13	8	14	17	12	15	21	19	17	19	24	13	9	12	7	11	2	4	6	4	4	3	6	1	0	1	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	1	3	1	2	2	4	5	8	8	14	17	17	16	14	29	18	16	12	17	12	5	17	12	11	4	4	4	2	6	3	1	0	3	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0	2	1	0	0	0	0	0	0	2	1	1	8	10	10	9	13	13	21	21	23	25	15	24	10	12	5	7	12	15	3	6	3	5	6	2	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	5	5	7	9	10	22	14	17	13	17	15	15	17	16	10	15	12	8	8	9	10	5	2	4	4	1	3	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	1	2	2	5	7	8	18	13	21	27	22	22	22	13	8	7	18	11	10	6	3	6	10	5	6	4	2	1	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	1	0	0	0	0	0	2	5	9	7	10	21	14	24	20	15	7	13	17	17	10	15	8	11	7	8	7	4	6	4	5	2	3	1	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	2	1	0	0	0	0	0	1	4	3	4	6	10	12	13	14	19	18	23	16	26	13	13	5	17	6	10	5	9	6	3	3	5	2	3	1	2	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0
0	0	0	0	0	1	0	2	0	3	2	1	4	5	10	11	8	15	14	27	19	22	14	21	13	8	8	10	13	7	3	4	9	4	6	6	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	6	2	5	4	12	12	16	17	13	21	17	15	11	13	19	14	5	9	0	4	4	3	6	3	1	0	2	3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	2	1	0	0	0	1	2	3	4	3	6	12	17	18	7	18	15	26	17	14	10	14	10	10	12	12	7	7	6	1	3	3	1	1	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	2	0	0	0	0	0	1	0	0	2	1	4	4	5	20	12	15	17	18	20	16	15	13	8	11	13	8	11	2	9	5	6	2	2	1	2	2	1	1	2	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0	1	2	1	1	0	0	0	0	4	1	4	9	5	12	13	14	22	16	19	20	13	15	13	17	8	12	9	8	5	1	6	7	2	1	1	3	2	3	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	0	0	4	3	1	8	6	16	10	10	18	20	13	20	15	7	17	11	7	13	10	11	12	6	8	8	3	3	4	4	2	1	3	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
0	1	1	0	1	0	1	0	0	0	5	2	2	11	10	7	18	19	17	14	14	12	19	7	15	15	10	9	7	8	3	5	4	3	4	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	1	1	1	0	2	1	6	3	3	8	20	21	18	15	15	13	15	13	11	19	5	15	15	6	5	6	5	5	2	2	2	3	2	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	1	1	0	2	3	2	5	7	14	15	19	16	19	29	17	14	11	21	13	11	8	8	5	5	4	3	4	7	2	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	1	0	0	2	2	3	10	5	16	13	15	9	18	21	20	23	14	14	8	10	3	6	9	4	7	3	2	2	0	1	1	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	2	4	7	5	11	11	16	12	15	19	20	20	15	10	11	17	16	11	6	5	5	5	6	4	2	1	2	4	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	1	0	0	0	1	2	6	6	5	7	16	17	22	16	19	19	17	11	9	19	4	11	6	11	5	6	4	4	4	3	3	4	2	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	1	0	1	0	0	0	2	0	3	2	3	4	6	13	16	11	26	24	16	15	15	11	22	8	20	7	7	12	4	7	7	2	6	3	1	2	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	1	0	0	0	2	0	2	3	1	6	10	14	13	17	23	12	23	19	15	14	11	9	13	8	5	6	5	5	7	4	5	2	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0	1	1	0	0	0	0	1	0	1	1	2	6	9	4	15	13	8	18	13	17	21	21	12	15	14	15	8	6	9	4	9	4	3	8	8	2	1	2	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
0	3	0	3	0	0	1	1	1	1	1	1	2	8	9	11	13	15	18	16	23	16	13	17	16	10	15	14	13	8	5	3	6	3	1	2	4	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	1	1	0	0	3	4	0	6	10	11	13	17	13	19	17	17	16	17	7	9	11	11	12	7	7	4	9	4	5	2	2	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	5	1	7	8	12	6	15	19	16	14	23	15	15	10	9	13	7	8	6	7	7	5	1	7	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4	0	2	3	7	2	14	16	25	18	17	19	20	21	11	12	8	9	7	16	9	7	8	4	5	3	2	3	0	3	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	2	2	6	12	8	9	15	13	22	22	11	19	16	15	11	10	15	8	8	9	1	1	5	7	8	1	0	1	2	0	3	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0	1	1	0	0	0	1	0	0	2	2	0	4	5	4	11	21	15	16	13	22	9	12	14	17	10	12	10	8	8	10	3	6	4	4	2	0	0	2	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	1	1	1	0	0	0	0	1	5	2	3	7	7	13	19	28	21	28	15	17	15	10	15	14	9	8	6	14	0	10	3	2	2	2	1	0	2	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	2	0	0	0	0	1	4	5	3	6	15	21	18	17	21	22	18	16	20	11	10	7	11	5	9	7	6	8	3	2	2	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	5	2	1	4	7	12	10	20	12	19	22	22	23	26	19	18	6	12	5	7	6	8	6	2	2	2	2	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	1	0	0	0	2	0	3	7	7	5	11	6	19	18	14	19	27	16	13	15	16	8	10	8	8	10	6	2	8	3	4	3	1	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	1	0	1	0	0	1	3	0	1	3	13	6	15	23	24	22	18	23	18	16	24	8	8	6	14	11	8	5	8	4	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	2	1	1	1	4	5	8	14	16	13	12	17	15	25	7	15	12	18	15	10	7	5	8	8	9	2	10	3	6	5	3	0	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	1	0	0	0	0	2	2	1	1	2	7	14	16	9	19	12	15	15	18	14	14	15	9	11	13	4	5	6	5	5	0	4	3	1	3	0	1	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	1	1	2	3	4	4	9	13	14	12	16	16	17	15	15	10	5	11	11	11	7	9	7	5	5	7	1	4	1	1	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	1	1	0	1	3	3	4	10	10	8	12	27	13	17	15	13	16	13	9	12	10	7	7	5	5	6	6	1	2	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1	1	4	5	7	8	18	17	20	24	21	9	8	22	14	9	14	7	10	5	8	3	9	9	5	1	3	4	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	1	0	0	0	1	0	1	1	6	3	4	14	15	16	18	15	26	13	14	15	11	13	10	9	14	3	7	4	3	4	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	1	2	5	6	13	11	9	25	26	19	20	23	15	14	11	19	16	14	11	8	7	9	8	4	3	1	3	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	1	2	3	5	6	14	9	17	16	11	22	24	19	19	12	10	14	15	10	16	9	12	5	13	1	7	4	0	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	1	0	1	1	0	0	0	0	3	8	8	10	10	16	16	27	18	13	17	16	9	18	16	13	13	6	4	6	5	10	1	6	3	2	0	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	1	0	0	1	0	2	2	3	6	9	10	10	17	10	25	25	25	15	24	20	16	14	9	8	12	4	7	9	5	4	1	2	1	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
0	1	0	0	0	1	0	0	1	3	0	1	3	5	13	9	16	17	17	17	15	19	17	14	11	9	15	9	3	4	3	5	4	5	4	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	1	0	1	2	6	5	8	9	8	21	15	19	24	24	8	21	12	13	13	8	15	6	9	6	5	8	6	8	2	0	1	1	2	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	2	2	4	6	5	10	18	20	18	14	28	18	20	22	14	18	10	8	9	4	10	3	12	10	3	4	3	1	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	1	1	1	2	6	10	10	13	13	12	10	15	17	18	15	15	10	11	20	10	5	10	7	3	7	6	3	1	2	2	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	0	0	3	6	6	5	16	15	20	23	23	24	25	13	19	13	11	10	11	12	6	5	6	5	2	2	1	4	3	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	1	0	2	6	5	6	6	12	15	14	19	18	13	14	18	20	25	7	16	7	12	8	3	4	2	3	1	4	6	3	1	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	2	2	2	4	3	3	7	8	12	17	13	15	20	24	5	13	12	12	6	12	12	12	13	3	5	5	3	2	1	3	3	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	1	0	0	0	0	0	1	1	6	1	4	13	9	19	21	16	17	16	14	25	15	11	14	5	10	9	7	12	8	9	5	6	2	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
